epoch,accuracy,learning_rate,loss,macro_f1,val_accuracy,val_loss,val_macro_f1
0,0.6653147339820862,0.0010000000474974,0.9775394797325134,0.6525750131855387,0.7601644396781921,0.7341921329498291,0.7454146816233228
1,0.7714212536811829,0.0010000000474974,0.6605919003486633,0.7587016661584328,0.7841480374336243,0.6390380263328552,0.7611294700547964
2,0.7870444655418396,0.0010000000474974,0.6045774221420288,0.7754688580855791,0.7868890166282654,0.613503098487854,0.7690849912422322
3,0.7963840961456299,0.0010000000474974,0.5737764835357666,0.7850326550095021,0.7887163162231445,0.6122307181358337,0.7749156754419587
4,0.7977550625801086,0.0010000000474974,0.5637258291244507,0.786148048287179,0.8108725547790527,0.5610203146934509,0.7979426434814489
5,0.7994687557220459,0.0010000000474974,0.5602313876152039,0.7883574307160084,0.803106427192688,0.5947702527046204,0.792783896155856
6,0.7988689541816711,0.0010000000474974,0.5555053353309631,0.7874082083726736,0.7967108488082886,0.5997294783592224,0.7853504083111142
7,0.8032674789428711,0.0010000000474974,0.5475483536720276,0.7923717352128183,0.8008223176002502,0.573322594165802,0.7829995548754436
8,0.8064377903938293,0.0002000000094994,0.5381688475608826,0.7958031682500939,0.8051621913909912,0.5779489278793335,0.7897822125754747
9,0.80740886926651,0.0002000000094994,0.534820556640625,0.7965917188011078,0.8122430443763733,0.5591873526573181,0.8015027052875967
10,0.8066663146018982,0.0002000000094994,0.5361145734786987,0.7960516849304973,0.8028780221939087,0.5840059518814087,0.7898813052226161
11,0.8086941838264465,0.0002000000094994,0.52800053358078,0.7979013865061462,0.807674765586853,0.5677724480628967,0.7966013040717127
12,0.8068947792053223,0.0002000000094994,0.5348626971244812,0.7958064238234608,0.8138419389724731,0.5578232407569885,0.8019299594794691
13,0.8101793527603149,0.0002000000094994,0.5303876399993896,0.7995015729189048,0.8058474063873291,0.5793313384056091,0.7948301271772401
14,0.809493899345398,0.0002000000094994,0.5287359952926636,0.7990400771031019,0.8104156851768494,0.55665522813797,0.7964091938154882
15,0.81126469373703,0.0002000000094994,0.5226911306381226,0.8002156920028288,0.8097304701805115,0.5554477572441101,0.7982683529814408
