epoch,accuracy,learning_rate,loss,macro_f1,val_accuracy,val_loss,val_macro_f1
0,0.6683993935585022,0.0010000000474974513,0.9721649289131165,0.6551359249130413,0.7713567614555359,0.6921032071113586,0.7561950392148806
1,0.7724208831787109,0.0010000000474974513,0.6562570929527283,0.7600158767148171,0.7811785936355591,0.6562626957893372,0.7670832414308256
2,0.7901291251182556,0.0010000000474974513,0.5981202125549316,0.778574455695858,0.8008223176002502,0.592477560043335,0.7853141424479982
3,0.7934993505477905,0.0010000000474974513,0.5787463784217834,0.7822745832032235,0.7999086380004883,0.586574137210846,0.7866417157739609
4,0.7946133017539978,0.0010000000474974513,0.5717588663101196,0.7832024038689848,0.8056190013885498,0.5641949772834778,0.7929276480457716
5,0.8006683588027954,0.0010000000474974513,0.5564574003219604,0.7896047136542031,0.811100959777832,0.5575293898582458,0.7971140384713454
6,0.8003827333450317,0.0010000000474974513,0.5547247529029846,0.7893681206013405,0.8259479403495789,0.5234485864639282,0.8152033191630178
7,0.8012109994888306,0.0010000000474974513,0.5500907897949219,0.7901002196871328,0.8117861747741699,0.5626479983329773,0.7967111978603933
8,0.8007540106773376,0.0010000000474974513,0.5505464673042297,0.7894983066939802,0.7983097434043884,0.5800409913063049,0.7873240473047555
9,0.8030104041099548,0.0010000000474974513,0.5493661165237427,0.7920324070082366,0.8138419389724731,0.5658074021339417,0.8024518630437685
10,0.8051525354385376,0.00020000000949949026,0.534706711769104,0.7939589204573907,0.8138419389724731,0.5514275431632996,0.803329266526038
11,0.8086941838264465,0.00020000000949949026,0.5341138243675232,0.7979741435033147,0.8079031705856323,0.5736371874809265,0.7947052144598701
12,0.8076659440994263,0.00020000000949949026,0.5318281650543213,0.796775620940168,0.807674765586853,0.5645583271980286,0.7942855418651968
