epoch,accuracy,learning_rate,loss,macro_f1,val_accuracy,val_loss,val_macro_f1
0,0.8345139026641846,9.999999747378752e-06,0.45559385418891907,0.8238643854938352,0.8481041789054871,0.44796305894851685,0.8410973006931295
1,0.8567348122596741,9.999999747378752e-06,0.3845978081226349,0.8469998180108316,0.8547281622886658,0.411837637424469,0.8454999235011254
2,0.8683022856712341,9.999999747378752e-06,0.341886430978775,0.8590635174776573,0.8640931844711304,0.39014941453933716,0.8580210666046422
3,0.8802981972694397,9.999999747378752e-06,0.31345710158348083,0.8719281726842806,0.8782548904418945,0.3471510708332062,0.8708652501385203
4,0.888866662979126,9.999999747378752e-06,0.29005953669548035,0.8807326951706114,0.8816811442375183,0.3377463221549988,0.8746869795379424
5,0.8993202447891235,9.999999747378752e-06,0.26227596402168274,0.8922130681377557,0.8867062330245972,0.32429012656211853,0.8797223788707607
6,0.9075745344161987,9.999999747378752e-06,0.2426084727048874,0.9012570996844929,0.8935586810112,0.3103492558002472,0.8873362099358149
7,0.909288227558136,9.999999747378752e-06,0.23405314981937408,0.9030279931492458,0.8976701498031616,0.3067871034145355,0.8916582831209756
8,0.9175139665603638,9.999999747378752e-06,0.2183394581079483,0.9119665116757044,0.8976701498031616,0.30692243576049805,0.8910839438660276
9,0.9234262704849243,9.999999747378752e-06,0.2027159035205841,0.9183693552899106,0.9017816185951233,0.2911476194858551,0.8953866700173105
10,0.9277961850166321,9.999999747378752e-06,0.19167542457580566,0.9231344101018266,0.9038373827934265,0.28667664527893066,0.8980906471628826
11,0.9334228038787842,9.999999747378752e-06,0.1783287525177002,0.9289913184245613,0.9079488515853882,0.28092554211616516,0.9023507778384697
12,0.9398777484893799,9.999999747378752e-06,0.1663419008255005,0.9359571702349161,0.9084056615829468,0.28298404812812805,0.9024309765909209
13,0.9423911571502686,9.999999747378752e-06,0.15725372731685638,0.9386364467732424,0.9072635769844055,0.2895923852920532,0.9010504175261842
14,0.9467325210571289,9.999999747378752e-06,0.1463569849729538,0.9433597330115292,0.9086340665817261,0.289526104927063,0.9020148784427282
15,0.9514452219009399,1.9999999949504854e-06,0.13826538622379303,0.9483162135229559,0.9118319153785706,0.2821466624736786,0.905971178297126
16,0.9502456188201904,1.9999999949504854e-06,0.1362292617559433,0.9471945056870612,0.9109182357788086,0.2838864326477051,0.9050970728529951
17,0.9532446265220642,1.9999999949504854e-06,0.12910331785678864,0.9503276210451018,0.9127455353736877,0.2865684926509857,0.9072615148795642
18,0.9535016417503357,4.0000000467443897e-07,0.13140039145946503,0.9508595182937946,0.9127455353736877,0.284267783164978,0.9071970305954645
19,0.9529304504394531,4.0000000467443897e-07,0.1306138038635254,0.9501349077687148,0.9141160249710083,0.2828464210033417,0.9086765111527023
