epoch,accuracy,learning_rate,loss,macro_f1,val_accuracy,val_loss,val_macro_f1
0,0.8459099531173706,2.999999924213625e-05,0.4107895195484161,0.8355863853802483,0.8538145422935486,0.4198271632194519,0.8445123759634087
1,0.8801839351654053,2.999999924213625e-05,0.3121697008609772,0.8716699154493761,0.8798537850379944,0.3339074254035949,0.8709926561867382
2,0.9001485109329224,2.999999924213625e-05,0.2541536390781402,0.8932057617800453,0.8860210180282593,0.3248019218444824,0.8781877769985584
3,0.9188849329948424,2.999999924213625e-05,0.2115550190210342,0.9135400707453168,0.8956144452095032,0.2951714694499969,0.8889884122703893
4,0.931652009487152,2.999999924213625e-05,0.1809828877449035,0.926878352878926,0.9042941927909852,0.2906107008457184,0.8974695143565865
5,0.9419627785682678,2.999999924213625e-05,0.1569605022668838,0.9379818374803762,0.9033805131912231,0.3067231178283691,0.8969663193020202
6,0.9503313302993774,2.999999924213625e-05,0.1355983763933181,0.9472046863946304,0.911146640777588,0.2925875782966614,0.9053246885299592
7,0.9584428071975708,2.999999924213625e-05,0.1162823811173439,0.9560066982569873,0.9113750457763672,0.2938488721847534,0.905943607583773
8,0.9634982347488404,5.999999757477781e-06,0.1017187684774398,0.9612780717459504,0.9161717891693116,0.2827835977077484,0.9109205268726152
9,0.965240478515625,5.999999757477781e-06,0.0978510677814483,0.9632037024859188,0.91822749376297,0.2776991128921509,0.913137073772898
10,0.9656689167022704,5.999999757477781e-06,0.0951538309454917,0.9638271398752,0.9170854091644288,0.2861889600753784,0.9123030143515178
11,0.9663543701171876,5.999999757477781e-06,0.092251032590866,0.964450238664184,0.91822749376297,0.2826151847839355,0.914398704215796
12,0.9679253101348876,5.999999757477781e-06,0.0904485285282135,0.966030899756203,0.91662859916687,0.2858702540397644,0.912154621929522
13,0.9687535762786864,1.1999999287581886e-06,0.0879940912127494,0.9671054758422062,0.9198263883590698,0.2800460755825043,0.9154974501147212
14,0.970695734024048,1.1999999287581886e-06,0.0842212066054344,0.9690535623633918,0.91822749376297,0.284958153963089,0.9138383193593338
15,0.969639003276825,1.1999999287581886e-06,0.0863554701209068,0.967941774447687,0.919141173362732,0.2791507244110107,0.9147442617415672
16,0.9697246551513672,2.399999914359796e-07,0.0824242234230041,0.9680415437608384,0.9189127683639526,0.279907077550888,0.9144314049409112
17,0.9699817299842834,2.399999914359796e-07,0.084784910082817,0.9682489326102264,0.9186843037605286,0.2813823819160461,0.9142231494952788
18,0.9710670709609984,2.399999914359796e-07,0.08404541015625,0.9694624676853332,0.9189127683639526,0.2803773880004883,0.9145169937647556
19,0.9687250256538392,1.0000000116860974e-07,0.08757846057415,0.9669548917852197,0.9189127683639526,0.2804258465766907,0.9145169937647556
