image_id,file_name,reason
2823,ds10_train_PXL_20260119_022119172_jpg.rf.dddb9e17991fd416ed0a24c5f2a09ef2.jpg,no_annotation
3482,ds10_valid_PXL_20260123_060006111_jpg.rf.1c6d8213d81a1e03a287887f518b9533.jpg,no_annotation
3516,ds10_valid_PXL_20260119_041351697_jpg.rf.6f94335458aaddf78d70095ae9c8479d.jpg,no_annotation
3595,ds10_test_PXL_20260119_022016324_jpg.rf.9d834616eb5a8dedc3d3e22a029cf054.jpg,no_annotation
4005,ds2_train_1k_depan_mp4-0914_jpg.rf.4be0709b6c5b69e9e62e81e5e0ace572.jpg,no_annotation
6709,ds4_train_75ribu-119-_jpg.rf.247423abdb2269a173339d699a0a7ae0.jpg,no_annotation
6730,ds4_train_75ribu-52-_jpg.rf.56de054bc1e6b928348ebd03af302003.jpg,no_annotation
6797,ds4_train_75ribu-77-_jpg.rf.bf340af8c27478811f9ee32c324fb300.jpg,no_annotation
6914,ds4_train_75ribu-134-_jpg.rf.13b53dce47d5dc3344d16c432280134a.jpg,no_annotation
7391,ds4_train_75ribu-9-_jpg.rf.1f6da25a44a4b0fcd07f0d2f8f6b553e.jpg,no_annotation
7394,ds4_train_75ribu-4-_jpg.rf.006cca9c8f2466f5f720de22bf0aa5a8.jpg,no_annotation
7405,ds4_train_75ribu-6-_jpg.rf.abdc9c2cc2e60199e412e05d5911cda5.jpg,no_annotation
7408,ds4_train_75ribu-1-_jpg.rf.ea1211af2e98ca2456d1476bef0291a8.jpg,no_annotation
7409,ds4_train_75ribu-8-_jpg.rf.f27645c18e58e77c3a9fa780f81f9a77.jpg,no_annotation
7412,ds4_train_75ribu-2-_jpg.rf.a1a81c280c7509b48bb9d167d826f5d1.jpg,no_annotation
7566,ds4_train_75ribu-5-_jpg.rf.28d8d84961ab3b5c36b82ec5412f4f52.jpg,no_annotation
7572,ds4_train_75ribu-6-_jpg.rf.8aecc65f9afc21f5606a1ab63512f5a2.jpg,no_annotation
7575,ds4_train_75ribu-9-_jpg.rf.4a25d4c954a5464a988c5ba75cf08d6f.jpg,no_annotation
7576,ds4_train_75ribu-4-_jpg.rf.b08478d076f7b4f7c0201969b17d54fe.jpg,no_annotation
7582,ds4_train_75ribu-2-_jpg.rf.df0fd7d7c7d1797bb33f18814c4a8e94.jpg,no_annotation
7587,ds4_train_75ribu-1-_jpg.rf.d08243b42fbe71baa7618a72cf72ffdf.jpg,no_annotation
7589,ds4_train_75ribu-8-_jpg.rf.f8b329d326ee66a4129fbcc63aa6ecd7.jpg,no_annotation
8059,ds4_train_75ribu-5-_jpg.rf.fb22a51c802e97fb5eea600865685d8a.jpg,no_annotation
8083,ds4_train_75ribu-3-_jpg.rf.d83ba257402d2dc37d43b34d53eadf7b.jpg,no_annotation
8218,ds4_train_75ribu-3-_jpg.rf.64c551232809d5de4e65bd0979f4d735.jpg,no_annotation
8333,ds4_train_75ribu-40-_jpg.rf.23b3ab09cdaa1c7fe7becb4c9408d24a.jpg,no_annotation
8334,ds4_train_75ribu-7-_jpg.rf.2575e2187c884b23d0f09faa26e8ec94.jpg,no_annotation
8335,ds4_train_75ribu-38-_jpg.rf.27537c7aedda77dbb5783110cbb9cdb4.jpg,no_annotation
8336,ds4_train_75ribu-37-_jpg.rf.2cf056d5b81a78d483e0c2a9f0e36335.jpg,no_annotation
8337,ds4_train_75ribu-42-_jpg.rf.41f186f6dbdb88aeac9386bd5b7b67da.jpg,no_annotation
8338,ds4_train_75ribu-41-_jpg.rf.442caa509bce24e5f7aa67a5c44359ed.jpg,no_annotation
8339,ds4_train_75ribu-39-_jpg.rf.4eb2b576c865d19af7dc7b9f211c430e.jpg,no_annotation
8340,ds4_train_75ribu-4-_jpg.rf.5c5a90ec283387efe84336563adada4b.jpg,no_annotation
8342,ds4_train_75ribu-45-_jpg.rf.63c0013dc12a3ca018d9987a0c983398.jpg,no_annotation
8344,ds4_train_75ribu-43-_jpg.rf.97af4a1453a6f214f68f6e2a7388263e.jpg,no_annotation
8348,ds4_train_75ribu-36-_jpg.rf.cc4bf4c11c1217234eb5e846bd0ae251.jpg,no_annotation
8350,ds4_train_75ribu-46-_jpg.rf.dc3fee9a05473303464e6f9645a2a40b.jpg,no_annotation
8369,ds4_train_75ribu-30-_jpg.rf.66e491974b08d25ba7df6bef299ebde2.jpg,no_annotation
8372,ds4_train_75ribu-35-_jpg.rf.b3140ed38734bb888b1d9797d310a116.jpg,no_annotation
8386,ds4_train_75ribu-33-_jpg.rf.227d92b397c5673a7fbe427b4906e356.jpg,no_annotation
8542,ds4_train_75ribu-26-_jpg.rf.e8d5b26596f1e9d3cb469c62056b9382.jpg,no_annotation
8545,ds4_train_75ribu-19-_jpg.rf.20b45ed23e279752371532990ae5fdbd.jpg,no_annotation
8549,ds4_train_75ribu-23-_jpg.rf.eff5007a89ab82bf4ad98ac0b0a07e2d.jpg,no_annotation
8566,ds4_train_75ribu-36-_jpg.rf.d313580399dcab42eb1739ed936409b2.jpg,no_annotation
8583,ds4_train_75ribu-40-_jpg.rf.b433eee05b44e25e098ef474029edc25.jpg,no_annotation
8587,ds4_train_75ribu-34-_jpg.rf.28ab1781416f730a15e0eb7c6bfd6946.jpg,no_annotation
8589,ds4_train_75ribu-46-_jpg.rf.905410c6fb14b31b8df27101ffd0cedb.jpg,no_annotation
8644,ds4_train_75ribu-20-_jpg.rf.edefb73d3a98f0b5d179e91fe35bc707.jpg,no_annotation
8670,ds4_train_75ribu-10-_jpg.rf.6e1df8e553f329a1e43709f6de81a96f.jpg,no_annotation
8673,ds4_train_75ribu-17-_jpg.rf.008871c1b487042c52ed3001206c6b1e.jpg,no_annotation
8678,ds4_train_75ribu-13-_jpg.rf.1353c3f67c33a44a913ba3bffad931d9.jpg,no_annotation
8690,ds4_train_75ribu-12-_jpg.rf.4181b9a3fc6eab028045d18c09d28ae0.jpg,no_annotation
8693,ds4_train_75ribu-18-_jpg.rf.82ccc1c4b30fcbf20f63e24aae54c287.jpg,no_annotation
