epoch,accuracy,learning_rate,loss,macro_f1,val_accuracy,val_loss,val_macro_f1
0,0.5395578742027283,0.0003000000142492354,1.3343021869659424,0.5259582438259595,0.7158519625663757,0.9279004335403442,0.7000164373323873
1,0.7216383218765259,0.0003000000142492354,0.8577492833137512,0.7080016024082963,0.7560529708862305,0.7595948576927185,0.7409731338352791
2,0.753084659576416,0.0003000000142492354,0.7349546551704407,0.7399464643397027,0.7754682302474976,0.6869644522666931,0.7627331823340451
3,0.771735429763794,0.0003000000142492354,0.6750187277793884,0.7594715639619545,0.7935130000114441,0.6385625600814819,0.7788045108209337
4,0.7776191234588623,0.0003000000142492354,0.646259069442749,0.7652458390019681,0.795111894607544,0.6139529347419739,0.7822924003793061
5,0.7864446640014648,0.0003000000142492354,0.6168329119682312,0.7745243103301674,0.7994518280029297,0.6054103374481201,0.78445831383519
6,0.790157675743103,0.0003000000142492354,0.6023721694946289,0.7783076807038782,0.8095020651817322,0.5773826837539673,0.7985415678435355
7,0.793927788734436,0.0003000000142492354,0.5879184007644653,0.7822956825612956,0.8058474063873291,0.588732898235321,0.793228487413713
8,0.795470118522644,0.0003000000142492354,0.5798740983009338,0.7838263641232158,0.7999086380004883,0.5951006412506104,0.7863354302679808
9,0.7972123622894287,0.0003000000142492354,0.5734970569610596,0.7857867527815112,0.8047053217887878,0.5860625505447388,0.7900979592107555
10,0.7979264259338379,6.000000212225132e-05,0.5640990734100342,0.7860933543746265,0.807446300983429,0.5737993121147156,0.7948751367495566
11,0.8019536137580872,6.000000212225132e-05,0.5641781091690063,0.7906044527502022,0.8049337863922119,0.579687237739563,0.7914571155787966
12,0.799240231513977,6.000000212225132e-05,0.5613760352134705,0.7878850854525512,0.8060758113861084,0.5726970434188843,0.7922740051397873
