epoch,accuracy,learning_rate,loss,macro_f1,val_accuracy,val_loss,val_macro_f1
0,0.8492802381515503,2.9999999242136255e-05,0.4050990641117096,0.8389754403352236,0.8679762482643127,0.3800323009490967,0.8609995561419531
1,0.8852393627166748,2.9999999242136255e-05,0.30158641934394836,0.8770320420928923,0.884878933429718,0.33442917466163635,0.8777909646750397
2,0.9051182270050049,2.9999999242136255e-05,0.2444557547569275,0.8984821863758348,0.9020100235939026,0.2996349632740021,0.8967864708185078
3,0.9222552180290222,2.9999999242136255e-05,0.20217852294445038,0.9169823410990231,0.91822749376297,0.25468674302101135,0.9132699403956683
4,0.9366788268089294,2.9999999242136255e-05,0.17233698070049286,0.9324293798162331,0.9275925159454346,0.2533561885356903,0.9240315712913373
5,0.9471895098686218,2.9999999242136255e-05,0.14365379512310028,0.9436918962119671,0.914801299571991,0.27773433923721313,0.9093987720024064
6,0.9561007618904114,2.9999999242136255e-05,0.12235401570796967,0.9534824811456942,0.909547746181488,0.2887054681777954,0.9041636567506526
7,0.9602422118186951,2.9999999242136255e-05,0.10883248597383499,0.957841863439629,0.9205116629600525,0.26368454098701477,0.9153741523136314
8,0.9668970704078674,5.999999757477781e-06,0.09402338415384293,0.9651729477369781,0.9132024049758911,0.2848871350288391,0.9077277561758548
9,0.9694390296936035,5.999999757477781e-06,0.08906824141740799,0.9676873036869423,0.91822749376297,0.28177687525749207,0.9135932046423303
10,0.969867467880249,5.999999757477781e-06,0.0860622301697731,0.9682579910473548,0.9198263883590698,0.2798326909542084,0.9154364839499097
