epoch,accuracy,learning_rate,loss,macro_f1,val_accuracy,val_loss,val_macro_f1
0,0.8464241027832031,2.999999924213625e-05,0.4088073372840881,0.8365998190177755,0.8535861372947693,0.4151937961578369,0.842254420283038
1,0.8826116919517517,2.999999924213625e-05,0.3078741729259491,0.8741016770591491,0.883965253829956,0.3466741442680359,0.8767691593575224
2,0.9018051028251648,2.999999924213625e-05,0.2561422884464264,0.8949045580775192,0.8921881914138794,0.3207637071609497,0.8839580513047659
3,0.9183708429336548,2.999999924213625e-05,0.2155199348926544,0.9126792459852722,0.8992690443992615,0.3168429434299469,0.8910684710946877
4,0.9329372644424438,2.999999924213625e-05,0.1832000166177749,0.9284686393377246,0.9077204465866088,0.2906569838523865,0.9015389855631144
5,0.9432194828987122,2.999999924213625e-05,0.1559331566095352,0.9394985922458448,0.9127455353736876,0.2753825783729553,0.9074016236338386
6,0.9525591135025024,2.999999924213625e-05,0.1332951933145523,0.9496657966925636,0.9159433245658876,0.2803670167922973,0.9114873673594088
7,0.9586427807807922,2.999999924213625e-05,0.1144816353917121,0.9562311407727888,0.91206032037735,0.2891655266284942,0.9064713606072888
8,0.9618701934814452,2.999999924213625e-05,0.1045834645628929,0.9595500414239806,0.9127455353736876,0.3050435185432434,0.9076523276431788
9,0.9685250520706176,5.999999757477781e-06,0.0893173590302467,0.9666045165710764,0.913887619972229,0.2830318212509155,0.9086623676185122
10,0.968867838382721,5.999999757477781e-06,0.0882237702608108,0.9670237857321874,0.9134308099746704,0.2901168465614319,0.9080472396322444
11,0.9684965014457704,5.999999757477781e-06,0.0880419686436653,0.9667017877110636,0.9200547933578492,0.2768849432468414,0.9155306733449632
12,0.9696103930473328,1.1999999287581886e-06,0.0841823443770408,0.9679001683951348,0.9214252829551696,0.276031881570816,0.9169822952635192
13,0.9718382358551024,1.1999999287581886e-06,0.0816909596323967,0.9702180624836394,0.9170854091644288,0.2831560969352722,0.9119896119594204
14,0.9702959060668944,1.1999999287581886e-06,0.0813913568854332,0.9685558833218736,0.9189127683639526,0.2798132598400116,0.9141531567013088
15,0.9712384343147278,2.399999914359796e-07,0.0814520865678787,0.9696211087033216,0.91822749376297,0.2805871963500976,0.9133702935112744
16,0.97018164396286,2.399999914359796e-07,0.0843551307916641,0.9685626913032632,0.91822749376297,0.2793058156967163,0.9132789917769892
17,0.9707814455032348,2.399999914359796e-07,0.081451877951622,0.969317797159153,0.91822749376297,0.2805258631706238,0.9133403589189732
18,0.971952497959137,1.0000000116860974e-07,0.0801447331905365,0.970426166647383,0.9186843037605286,0.2799853682518005,0.9138533019789884
