epoch,accuracy,learning_rate,loss,macro_f1,val_accuracy,val_loss,val_macro_f1
0,0.5913686752319336,0.0003000000142492354,1.191494107246399,0.5779503963623124,0.7396071553230286,0.8173096179962158,0.721985774647375
1,0.7398034930229187,0.0003000000142492354,0.7746859192848206,0.7264850444284996,0.7745546102523804,0.6991327404975891,0.7590700563682
2,0.7660802006721497,0.0003000000142492354,0.6836939454078674,0.7533908441249133,0.7957971692085266,0.6221806406974792,0.7832517130371011
3,0.7826744914054871,0.0003000000142492354,0.628482460975647,0.7699676618222844,0.7983097434043884,0.6053025126457214,0.7838183999149904
4,0.7907860279083252,0.0003000000142492354,0.6054548621177673,0.7790038315572116,0.8008223176002502,0.5901450514793396,0.7886230735356251
5,0.7915571928024292,0.0003000000142492354,0.5875635147094727,0.7799925669597536,0.8065326809883118,0.5818674564361572,0.7910922754080703
6,0.7956414818763733,0.0003000000142492354,0.5740368962287903,0.7842406426319984,0.8117861747741699,0.5613413453102112,0.7974012119102986
7,0.799240231513977,0.0003000000142492354,0.5691332221031189,0.7880088741419008,0.8133851289749146,0.5603945851325989,0.8017330923610956
8,0.8003541827201843,0.0003000000142492354,0.5623633861541748,0.7894450607948227,0.807446300983429,0.5672008991241455,0.7991636133822413
9,0.7992973923683167,0.0003000000142492354,0.5591138005256653,0.7880666279130253,0.8095020651817322,0.5581727027893066,0.796870361213416
10,0.8025819659233093,0.0003000000142492354,0.5517504811286926,0.7914662430431888,0.8090452551841736,0.556559145450592,0.7965078819551881
11,0.8024963140487671,0.0003000000142492354,0.5509763956069946,0.7913698833473954,0.8085883855819702,0.5657950043678284,0.7958552643654206
12,0.8059237003326416,0.0003000000142492354,0.5427219867706299,0.7950421256326623,0.8067610859870911,0.5780425667762756,0.7902227524328973
13,0.8066091537475586,0.0003000000142492354,0.5382781028747559,0.7956225937056661,0.8108725547790527,0.5628952980041504,0.7993676729543283
