epoch,accuracy,learning_rate,loss,macro_f1,val_accuracy,val_loss,val_macro_f1
0,0.8318290710449219,9.999999747378752e-06,0.46202564239501953,0.8211342044822356,0.8428506255149841,0.45630449056625366,0.8351701366379959
1,0.8550496697425842,9.999999747378752e-06,0.39250412583351135,0.845221657171311,0.852444052696228,0.4190898537635803,0.843300384462164
2,0.8660173416137695,9.999999747378752e-06,0.3500699996948242,0.8568055065342517,0.8592965006828308,0.39847394824028015,0.8527170977016216
3,0.8773277997970581,9.999999747378752e-06,0.3223738968372345,0.8688268568573073,0.8739150166511536,0.35733866691589355,0.8663815368995025
4,0.8850679993629456,9.999999747378752e-06,0.2999180257320404,0.8766745392378097,0.8777980804443359,0.34400850534439087,0.870434617970075
5,0.8959785103797913,9.999999747378752e-06,0.2721954584121704,0.888651160065197,0.8844221234321594,0.3319384455680847,0.877110987112554
6,0.903518795967102,9.999999747378752e-06,0.25270336866378784,0.8968258659753177,0.8903608918190002,0.3152761161327362,0.8832551017647031
7,0.9033759832382202,9.999999747378752e-06,0.24587133526802063,0.8966865930907104,0.8928734660148621,0.31430336833000183,0.8865528490919588
8,0.9122586250305176,9.999999747378752e-06,0.2303558737039566,0.9062241231993733,0.8940155506134033,0.31203463673591614,0.8866808406417672
9,0.9181994795799255,9.999999747378752e-06,0.21542614698410034,0.9126275794771079,0.8967565298080444,0.2985459864139557,0.8896992284926142
10,0.9212555885314941,9.999999747378752e-06,0.20488090813159943,0.9160193446681733,0.9010964035987854,0.2926463782787323,0.8948347545525739
11,0.9279104471206665,9.999999747378752e-06,0.19224657118320465,0.923126518078152,0.9063499569892883,0.2836364507675171,0.9004641722134422
12,0.9335085153579712,9.999999747378752e-06,0.1799248605966568,0.9290399724513616,0.9068067669868469,0.2846631407737732,0.9003103782613873
13,0.9367645382881165,9.999999747378752e-06,0.17183007299900055,0.9324681288407779,0.9052078723907471,0.2842872440814972,0.8984804934662192
14,0.9411344528198242,9.999999747378752e-06,0.15993864834308624,0.9372537052856484,0.9084056615829468,0.2838914096355438,0.9018355580344659
15,0.9453044533729553,1.9999999949504854e-06,0.1522798091173172,0.9417355004082,0.9084056615829468,0.28165191411972046,0.9022065536862736
16,0.9449617266654968,1.9999999949504854e-06,0.15037566423416138,0.9414619581591848,0.9079488515853882,0.28160688281059265,0.9017461356504223
17,0.9475893974304199,1.9999999949504854e-06,0.14407086372375488,0.9443640758533403,0.9079488515853882,0.2828468084335327,0.9019058515725131
18,0.9476179480552673,1.9999999949504854e-06,0.14548400044441223,0.9444854584793582,0.9084056615829468,0.28312158584594727,0.9022036454237286
19,0.9466183185577393,4.0000000467443897e-07,0.14420071244239807,0.9432818948706445,0.9086340665817261,0.2816164791584015,0.9025215614655027
