epoch,accuracy,learning_rate,loss,macro_f1,val_accuracy,val_loss,val_macro_f1
0,0.6965326070785522,0.0010000000474974513,0.880781352519989,0.6835931819705723,0.7896299958229065,0.6453191041946411,0.778227728437527
1,0.7776191234588623,0.0010000000474974513,0.6335100531578064,0.7657966433427736,0.7985381484031677,0.5951942205429077,0.783103531696926
2,0.7857591509819031,0.0010000000474974513,0.5982606410980225,0.7739851235876871,0.8149840235710144,0.548354983329773,0.8028779655958038
3,0.795927107334137,0.0010000000474974513,0.5698202848434448,0.7842566884565989,0.8104156851768494,0.5554715991020203,0.7979848081174004
4,0.796612560749054,0.0010000000474974513,0.5693056583404541,0.7851832583833722,0.7898584008216858,0.5935253500938416,0.7755055000762743
5,0.7981835007667542,0.0010000000474974513,0.5644341111183167,0.7869376801092365,0.8216080665588379,0.547744631767273,0.8093447512180174
6,0.7979549765586853,0.0010000000474974513,0.5572274923324585,0.7867214793221258,0.8108725547790527,0.557021975517273,0.7897556720193473
7,0.7990403175354004,0.0010000000474974513,0.5592015385627747,0.7878326965123569,0.8104156851768494,0.5448998212814331,0.7992964840167047
8,0.7997543811798096,0.0010000000474974513,0.5581042170524597,0.7891396740078157,0.8028780221939087,0.5794171094894409,0.7965426407202837
9,0.7996115684509277,0.0010000000474974513,0.5573009252548218,0.7885163047413981,0.80402010679245,0.5728505253791809,0.7877062707065611
10,0.8003541827201843,0.0010000000474974513,0.5536189675331116,0.7893563832907095,0.807446300983429,0.5594296455383301,0.7930704035953922
11,0.8049525618553162,0.00020000000949949026,0.538273274898529,0.7938188203184844,0.8067610859870911,0.5638418197631836,0.7948163330361705
