epoch,accuracy,learning_rate,loss,macro_f1,val_accuracy,val_loss,val_macro_f1
0,0.8474808931350708,2.999999924213625e-05,0.4109499156475067,0.8370670576157362,0.8638647794723511,0.3869425058364868,0.8570956839627832
1,0.8828401565551758,2.999999924213625e-05,0.3090991377830505,0.8745172772292236,0.8796253800392151,0.336675077676773,0.870820213475364
2,0.9012624025344848,2.999999924213625e-05,0.2531678676605224,0.894430998494929,0.8965281248092651,0.3036189377307892,0.8913450678362855
3,0.9171712398529052,2.999999924213625e-05,0.2127721607685089,0.9115082449565144,0.908634066581726,0.2700515389442444,0.9024423065374793
4,0.93319433927536,2.999999924213625e-05,0.1831545978784561,0.9285917791686452,0.9209684729576112,0.2588944733142853,0.9168448009411532
5,0.9434764981269836,2.999999924213625e-05,0.1535692065954208,0.9397129059919742,0.9152581095695496,0.2660224139690399,0.9098789630130296
6,0.9518164992332458,2.999999924213625e-05,0.1318350583314895,0.948771726185436,0.910232961177826,0.2804473638534546,0.9047835370037484
7,0.9568719267845154,2.999999924213625e-05,0.1174601465463638,0.954205822093095,0.919141173362732,0.2577548027038574,0.9138533805899112
8,0.962155818939209,2.999999924213625e-05,0.1079986914992332,0.9599664234487606,0.9186843037605286,0.2701935768127441,0.9137595216183084
9,0.9664971828460692,2.999999924213625e-05,0.0959573313593864,0.9645256714321078,0.9177706837654114,0.2791522741317749,0.9135314511579242
10,0.9684394001960754,2.999999924213625e-05,0.0872814878821373,0.9666491116674528,0.9307903051376344,0.2443422377109527,0.9276367472777632
11,0.9716097116470336,2.999999924213625e-05,0.0803047716617584,0.9700923241016128,0.9243947267532348,0.2724417150020599,0.9202939930680406
12,0.9732377529144288,2.999999924213625e-05,0.0746167302131652,0.9718200922730458,0.9230242371559144,0.2767436504364013,0.9193295628040704
13,0.9754369854927064,2.999999924213625e-05,0.0692981705069542,0.9742224914072952,0.9266788363456726,0.2615678608417511,0.923263368761776
14,0.979492723941803,5.999999757477781e-06,0.0605841390788555,0.9784747704550882,0.9307903051376344,0.2558946013450622,0.9269970535275128
15,0.9798355102539062,5.999999757477781e-06,0.0569824315607547,0.9788055048507392,0.935815453529358,0.2380342632532119,0.9325418722161324
16,0.97957843542099,5.999999757477781e-06,0.0568653531372547,0.9786279248883674,0.9317039847373962,0.2532183527946472,0.9283598853472248
17,0.9800354242324828,5.999999757477781e-06,0.0544276051223278,0.9790907745718844,0.9307903051376344,0.2652026116847992,0.927286169249493
18,0.980263888835907,5.999999757477781e-06,0.0544462129473686,0.9795122126734274,0.9374143481254578,0.2358009964227676,0.9344044961006024
19,0.9814063906669616,5.999999757477781e-06,0.0526030547916889,0.9806589617373952,0.9387848377227784,0.2348144799470901,0.9360119841154804
